Epsilon,InitialSample,Network,NumberOfAgents,NumberOfBandits,NumberOfPulls,NumberOfTrials,ReevalFrequency,b1Mean,b1Variance,b2Mean,b2Variance,finalPerfVar,finalPerformance,seed
0.0,1.0,Complete,26.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.533737106378398,8.256872213037552,1258693739
0.0,1.0,Complete,26.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.513063874232277,8.256094320497178,1650964683
0.0,1.0,Complete,26.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.504326815375466,8.26102004411184,75627297
0.0,1.0,Complete,27.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.768702126355016,8.372594210877352,1989391031
0.0,1.0,Complete,27.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.052479449664045,8.320685392198875,-975596945
0.0,1.0,Complete,27.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.907351476694556,8.349064824159724,-889416914
0.0,1.0,Complete,28.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.865228309526428,8.347595830588586,1263690262
0.0,1.0,Complete,28.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.646112376675164,8.384656146809919,487036964
0.0,1.0,Complete,28.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.482897890084015,8.40083263300864,452722978
0.0,1.0,Complete,29.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.793994618884309,8.365528916713185,-1580035158
0.0,1.0,Complete,29.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.521738480347016,8.40888965468612,-2055772553
0.0,1.0,Complete,29.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.250518873667616,8.450629721590738,-1352913372
0.0,1.0,Complete,30.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,12.884944468858572,8.498064570360553,-1311076056
0.0,1.0,Complete,30.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.184740777803475,8.448547506194325,-1216397001
0.0,1.0,Complete,30.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.11418429243801,8.46778830296547,287201415
0.0,1.0,Complete,31.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,12.972085228095384,8.49037480941881,1919836854
