Epsilon,InitialSample,Network,NumberOfAgents,NumberOfBandits,NumberOfPulls,NumberOfTrials,PreferenceBias,ResultCorrelation,b1Mean1,b1Mean2,b1Variance,b2Mean1,b2Mean2,b2Variance,b3Mean1,b3Mean2,b3Variance,b4Mean1,b4Mean2,b4Variance,objPerformance1,objPerformance1Var,objPerformance2,objPerformance2Var,seed,subPerformance,subPerformanceVar
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.30000000000000004,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.003778442080694,25.15519483228431,6.019497417867697,25.38767000301849,-1152676530,6.003635954949755,25.289108455554526
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,1.0,-1.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.461332128061035,26.635543848572112,4.430017471938983,23.744957223278295,-1933218567,4.461332128061035,26.635543848572112
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,1.0,-1.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.324510311364953,26.184152433082147,4.346456888635047,23.847735082555957,1706847910,4.324510311364951,26.184152433082147
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,1.0,-1.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.416784775428965,26.404458437083083,4.4187752245710445,23.878836798083604,-1801696323,4.416784775428965,26.404458437083072
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.0,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056762597572760684,7.08517030948199E-4,-0.056762597572760684,7.085170309481991E-4,265908555,-0.05676259757276067,7.085170309481993E-4
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.0,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055767494540557946,6.791916535590676E-4,-0.055767494540557946,6.791916535590675E-4,-1458706025,-0.05576749454055796,6.791916535590678E-4
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.0,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05603730540596081,6.597076566994332E-4,-0.056037305405960816,6.597076566994332E-4,1724951510,-0.05603730540596081,6.597076566994332E-4
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.1,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0444127393133595,1.1247853726606947,-1.0444127393133595,1.1247853726606947,1700248467,0.8461674324606588,1.0921961769488833
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.1,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050496296690173,1.1318300809032178,-1.0504962966901732,1.1318300809032178,1618262907,0.8517704071395507,1.0973390780199916
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.1,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0463312491735526,1.0931365087470333,-1.0463312491735526,1.0931365087470335,878860439,0.8437762799533605,1.0495046991667343
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.2,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0769262477018184,2.0544569293864234,-2.0769262477018184,2.054456929386423,1739078822,1.8530172704946501,2.1050322228368996
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.2,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.059517774013867,1.9357560924185,-2.059517774013867,1.9357560924184993,-567979160,1.8369217777853155,1.983899731840032
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.2,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0417360516959415,1.9772914201059717,-2.0417360516959415,1.9772914201059717,552190076,1.817540266749169,2.0219860867164927
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.30000000000000004,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.031254452139279,2.681229829441956,-3.0312544521392795,2.681229829441955,540709542,2.811755900924878,2.7956033433903977
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.30000000000000004,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0580689166086157,2.687418604363592,-3.0580689166086157,2.687418604363592,-589862337,2.8335522324035685,2.815627577700367
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.30000000000000004,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03526160990594,2.6950931708096992,-3.0352616099059393,2.6950931708097,-673223827,2.811589748528222,2.8178041917649486
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.4,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0144794011618865,3.1089237678782338,-4.0144794011618865,3.108923767878234,393756307,3.802733853855424,3.2672823573287584
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.4,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.001552787231669,3.0245989160850693,-4.001552787231669,3.024598916085069,655073205,3.7845678513335073,3.1848849575464064
